Year,Month,Sector,Issued,Refused,Withdrawn
2021,Feb,"M - All other Professional, Scientific & Technical",11,,
2021,Feb,"M - Professional, Scientific&Technical Activities",6,,
2021,Feb,N - Administrative & Support Service Activities,1,,
2021,Feb,P - Education,5,,
2021,Feb,Q - Health & Social Work Activities,253,,
2021,Feb,"R - Arts , Entertainment and Recreation",16,,
2021,Feb,S - Other Service activities,48,,
2021,Feb,B - Mining & Quarrying,1,,
2021,Feb,L - Real Estate Activities,0,,
2021,Feb,O - Public Administration & Defence,0,,
2021,Feb,T - Domestic- Activities of Households as Employer,1,,
2021,Mar,J - Information & Communication Activities,307,,
2021,Mar,K - Financial & insurance Activities,66,,
2021,Mar,"C - Manufacture of Computers, Electronics & Optica",11,,
2021,Mar,"A - Agriculture, Forestry & Fishing",76,,
2021,Mar,C - All Other Manufacturing,29,,
2021,Mar,C - Manufacture of Chemicals & Pharmaceuticals,15,,
2021,Mar,"C - Manufacture of Food, Drink & Tobacco",15,,
2021,Mar,C - Manufacture of Medical Devices,3,,
2021,Mar,D - Electricity & Gas & Air Conditioning Supply,5,,
2021,Mar,E - Water Supply - Sewerage Waste Management & Rem,2,,
2021,Mar,F - Construction,54,,
2021,Mar,G - Wholesale & Retail Trade,17,,
2021,Mar,H - Transport & Storage,16,,
2021,Mar,I - Accommodation & Food Services activities,62,,
2021,Mar,"M - All other Professional, Scientific & Technical",9,,
2021,Mar,"M - Professional, Scientific&Technical Activities",5,,
2021,Mar,N - Administrative & Support Service Activities,2,,
2021,Mar,P - Education,4,,
2021,Mar,Q - Health & Social Work Activities,276,,
2021,Mar,"R - Arts , Entertainment and Recreation",17,,
2021,Mar,S - Other Service activities,57,,
2021,Mar,B - Mining & Quarrying,0,,
2021,Mar,L - Real Estate Activities,1,,
2021,Mar,O - Public Administration & Defence,0,,
2021,Mar,T - Domestic- Activities of Households as Employer,0,,
2021,Apr,J - Information & Communication Activities,204,,
2021,Apr,K - Financial & insurance Activities,64,,
2021,Apr,"C - Manufacture of Computers, Electronics & Optica",3,,
2021,Apr,"A - Agriculture, Forestry & Fishing",61,,
2021,Apr,C - All Other Manufacturing,17,,
2021,Apr,C - Manufacture of Chemicals & Pharmaceuticals,10,,
2021,Apr,"C - Manufacture of Food, Drink & Tobacco",6,,
2021,Apr,C - Manufacture of Medical Devices,4,,
2021,Apr,D - Electricity & Gas & Air Conditioning Supply,13,,
2021,Apr,E - Water Supply - Sewerage Waste Management & Rem,1,,
2021,Apr,F - Construction,44,,
2021,Apr,G - Wholesale & Retail Trade,3,,
2021,Apr,H - Transport & Storage,14,,
2021,Apr,I - Accommodation & Food Services activities,50,,
2021,Apr,"M - All other Professional, Scientific & Technical",7,,
2021,Apr,"M - Professional, Scientific&Technical Activities",6,,
2021,Apr,N - Administrative & Support Service Activities,0,,
2021,Apr,P - Education,6,,
2021,Apr,Q - Health & Social Work Activities,439,,
2021,Apr,"R - Arts , Entertainment and Recreation",19,,
2021,Apr,S - Other Service activities,29,,
2021,Apr,B - Mining & Quarrying,0,,
2021,Apr,L - Real Estate Activities,0,,
2021,Apr,O - Public Administration & Defence,0,,
2021,Apr,T - Domestic- Activities of Households as Employer,0,,
2021,May,J - Information & Communication Activities,244,,
2021,May,K - Financial & insurance Activities,47,,
2021,May,"C - Manufacture of Computers, Electronics & Optica",1,,
2021,May,"A - Agriculture, Forestry & Fishing",75,,
2021,May,C - All Other Manufacturing,15,,
2021,May,C - Manufacture of Chemicals & Pharmaceuticals,9,,
2021,May,"C - Manufacture of Food, Drink & Tobacco",5,,
2021,May,C - Manufacture of Medical Devices,7,,
2021,May,D - Electricity & Gas & Air Conditioning Supply,7,,
2021,May,E - Water Supply - Sewerage Waste Management & Rem,1,,
2021,May,F - Construction,24,,
2021,May,G - Wholesale & Retail Trade,8,,
2021,May,H - Transport & Storage,6,,
2021,May,I - Accommodation & Food Services activities,41,,
2021,May,"M - All other Professional, Scientific & Technical",5,,
2021,May,"M - Professional, Scientific&Technical Activities",1,,
2021,May,N - Administrative & Support Service Activities,0,,
2021,May,P - Education,4,,
2021,May,Q - Health & Social Work Activities,396,,
2021,May,"R - Arts , Entertainment and Recreation",14,,
2021,May,S - Other Service activities,23,,
2021,May,B - Mining & Quarrying,0,,
2021,May,L - Real Estate Activities,0,,
2021,May,O - Public Administration & Defence,0,,
2021,May,T - Domestic- Activities of Households as Employer,0,,
2021,Jun,J - Information & Communication Activities,327,,
2021,Jun,K - Financial & insurance Activities,44,,
2021,Jun,"C - Manufacture of Computers, Electronics & Optica",4,,
2021,Jun,"A - Agriculture, Forestry & Fishing",127,,
2021,Jun,C - All Other Manufacturing,13,,
2021,Jun,C - Manufacture of Chemicals & Pharmaceuticals,19,,
2021,Jun,"C - Manufacture of Food, Drink & Tobacco",6,,
2021,Jun,C - Manufacture of Medical Devices,7,,
2021,Jun,D - Electricity & Gas & Air Conditioning Supply,6,,
2021,Jun,E - Water Supply - Sewerage Waste Management & Rem,0,,
2021,Jun,F - Construction,20,,
2021,Jun,G - Wholesale & Retail Trade,7,,
2021,Jun,H - Transport & Storage,3,,
2021,Jun,I - Accommodation & Food Services activities,52,,
2021,Jun,"M - All other Professional, Scientific & Technical",2,,
2021,Jun,"M - Professional, Scientific&Technical Activities",2,,
2021,Jun,N - Administrative & Support Service Activities,3,,
2021,Jun,P - Education,5,,
2021,Jun,Q - Health & Social Work Activities,605,,
2021,Jun,"R - Arts , Entertainment and Recreation",32,,
2021,Jun,S - Other Service activities,22,,
2021,Jun,B - Mining & Quarrying,0,,
2021,Jun,L - Real Estate Activities,1,,
2021,Jun,O - Public Administration & Defence,0,,
2021,Jun,T - Domestic- Activities of Households as Employer,0,,
2021,Jul,J - Information & Communication Activities,203,,
2021,Jul,K - Financial & insurance Activities,53,,
2021,Jul,"C - Manufacture of Computers, Electronics & Optica",3,,
2021,Jul,"A - Agriculture, Forestry & Fishing",66,,
2021,Jul,C - All Other Manufacturing,10,,
2021,Jul,C - Manufacture of Chemicals & Pharmaceuticals,3,,
2021,Jul,"C - Manufacture of Food, Drink & Tobacco",11,,
2021,Jul,C - Manufacture of Medical Devices,8,,
2021,Jul,D - Electricity & Gas & Air Conditioning Supply,1,,
2021,Jul,E - Water Supply - Sewerage Waste Management & Rem,0,,
2021,Jul,F - Construction,26,,
2021,Jul,G - Wholesale & Retail Trade,5,,
2021,Jul,H - Transport & Storage,17,,
2021,Jul,I - Accommodation & Food Services activities,39,,
2021,Jul,"M - All other Professional, Scientific & Technical",11,,
2021,Jul,"M - Professional, Scientific&Technical Activities",1,,
2021,Jul,N - Administrative & Support Service Activities,0,,
2021,Jul,P - Education,6,,
2021,Jul,Q - Health & Social Work Activities,999,,
2021,Jul,"R - Arts , Entertainment and Recreation",21,,
2021,Jul,S - Other Service activities,45,,
2021,Jul,B - Mining & Quarrying,0,,
2021,Jul,L - Real Estate Activities,1,,
2021,Jul,O - Public Administration & Defence,0,,
2021,Jul,T - Domestic- Activities of Households as Employer,0,,
2021,Aug,J - Information & Communication Activities,351,,
2021,Aug,K - Financial & insurance Activities,92,,
2021,Aug,"C - Manufacture of Computers, Electronics & Optica",6,,
2021,Aug,"A - Agriculture, Forestry & Fishing",49,,
2021,Aug,C - All Other Manufacturing,21,,
2021,Aug,C - Manufacture of Chemicals & Pharmaceuticals,22,,
2021,Aug,"C - Manufacture of Food, Drink & Tobacco",9,,
2021,Aug,C - Manufacture of Medical Devices,9,,
2021,Aug,D - Electricity & Gas & Air Conditioning Supply,7,,
2021,Aug,E - Water Supply - Sewerage Waste Management & Rem,1,,
2021,Aug,F - Construction,71,,
2021,Aug,G - Wholesale & Retail Trade,12,,
2021,Aug,H - Transport & Storage,23,,
2021,Aug,I - Accommodation & Food Services activities,136,,
2021,Aug,"M - All other Professional, Scientific & Technical",12,,
2021,Aug,"M - Professional, Scientific&Technical Activities",7,,
2021,Aug,N - Administrative & Support Service Activities,0,,
2021,Aug,P - Education,13,,
2021,Aug,Q - Health & Social Work Activities,452,,
2021,Aug,"R - Arts , Entertainment and Recreation",29,,
2021,Aug,S - Other Service activities,53,,
2021,Aug,B - Mining & Quarrying,0,,
2021,Aug,L - Real Estate Activities,0,,
2021,Aug,O - Public Administration & Defence,0,,
2021,Aug,T - Domestic- Activities of Households as Employer,1,,
2021,Sep,J - Information & Communication Activities,532,,
2021,Sep,K - Financial & insurance Activities,112,,
2021,Sep,"C - Manufacture of Computers, Electronics & Optica",8,,
2021,Sep,"A - Agriculture, Forestry & Fishing",66,,
2021,Sep,C - All Other Manufacturing,38,,
2021,Sep,C - Manufacture of Chemicals & Pharmaceuticals,36,,
2021,Sep,"C - Manufacture of Food, Drink & Tobacco",11,,
2021,Sep,C - Manufacture of Medical Devices,9,,
2021,Sep,D - Electricity & Gas & Air Conditioning Supply,12,,
2021,Sep,E - Water Supply - Sewerage Waste Management & Rem,3,,
2021,Sep,F - Construction,65,,
2021,Sep,G - Wholesale & Retail Trade,11,,
2021,Sep,H - Transport & Storage,37,,
2021,Sep,I - Accommodation & Food Services activities,159,,
2021,Sep,"M - All other Professional, Scientific & Technical",18,,
2021,Sep,"M - Professional, Scientific&Technical Activities",20,,
2021,Sep,N - Administrative & Support Service Activities,1,,
2021,Sep,P - Education,8,,
2021,Sep,Q - Health & Social Work Activities,350,,
2021,Sep,"R - Arts , Entertainment and Recreation",35,,
2021,Sep,S - Other Service activities,55,,
2021,Sep,B - Mining & Quarrying,0,,
2021,Sep,L - Real Estate Activities,0,,
2021,Sep,O - Public Administration & Defence,2,,
2021,Sep,T - Domestic- Activities of Households as Employer,0,,
2021,Oct,J - Information & Communication Activities,597,,
2021,Oct,K - Financial & insurance Activities,148,,
2021,Oct,"C - Manufacture of Computers, Electronics & Optica",14,,
2021,Oct,"A - Agriculture, Forestry & Fishing",55,,
2021,Oct,C - All Other Manufacturing,16,,
2021,Oct,C - Manufacture of Chemicals & Pharmaceuticals,25,,
2021,Oct,"C - Manufacture of Food, Drink & Tobacco",9,,
2021,Oct,C - Manufacture of Medical Devices,15,,
2021,Oct,D - Electricity & Gas & Air Conditioning Supply,12,,
2021,Oct,E - Water Supply - Sewerage Waste Management & Rem,1,,
2021,Oct,F - Construction,94,,
2021,Oct,G - Wholesale & Retail Trade,15,,
2021,Oct,H - Transport & Storage,42,,
2021,Oct,I - Accommodation & Food Services activities,55,,
2021,Oct,"M - All other Professional, Scientific & Technical",24,,
2021,Oct,"M - Professional, Scientific&Technical Activities",17,,
2021,Oct,N - Administrative & Support Service Activities,1,,
2021,Oct,P - Education,14,,
2021,Oct,Q - Health & Social Work Activities,355,,
2021,Oct,"R - Arts , Entertainment and Recreation",19,,
2021,Oct,S - Other Service activities,58,,
2021,Oct,B - Mining & Quarrying,0,,
2021,Oct,L - Real Estate Activities,1,,
2021,Oct,O - Public Administration & Defence,0,,
2021,Oct,T - Domestic- Activities of Households as Employer,1,,
2021,Nov,J - Information & Communication Activities,506,,
2021,Nov,K - Financial & insurance Activities,138,,
2021,Nov,"C - Manufacture of Computers, Electronics & Optica",7,,
2021,Nov,"A - Agriculture, Forestry & Fishing",113,,
2021,Nov,C - All Other Manufacturing,18,,
2021,Nov,C - Manufacture of Chemicals & Pharmaceuticals,29,,
2021,Nov,"C - Manufacture of Food, Drink & Tobacco",11,,
2021,Nov,C - Manufacture of Medical Devices,14,,
2021,Nov,D - Electricity & Gas & Air Conditioning Supply,9,,
2021,Nov,E - Water Supply - Sewerage Waste Management & Rem,1,,
2021,Nov,F - Construction,49,,
2021,Nov,G - Wholesale & Retail Trade,9,,
2021,Nov,H - Transport & Storage,44,,
2021,Nov,I - Accommodation & Food Services activities,22,,
2021,Nov,"M - All other Professional, Scientific & Technical",22,,
2021,Nov,"M - Professional, Scientific&Technical Activities",12,,
2021,Nov,N - Administrative & Support Service Activities,4,,
2021,Nov,P - Education,7,,
2021,Nov,Q - Health & Social Work Activities,445,,
2021,Nov,"R - Arts , Entertainment and Recreation",25,,
2021,Nov,S - Other Service activities,66,,
2021,Nov,B - Mining & Quarrying,0,,
2021,Nov,L - Real Estate Activities,1,,
2021,Nov,O - Public Administration & Defence,1,,
2021,Nov,T - Domestic- Activities of Households as Employer,0,,
2021,Dec,J - Information & Communication Activities,550,,
2021,Dec,K - Financial & insurance Activities,204,,
2021,Dec,"C - Manufacture of Computers, Electronics & Optica",10,,
2021,Dec,"A - Agriculture, Forestry & Fishing",117,,
2021,Dec,C - All Other Manufacturing,31,,
2021,Dec,C - Manufacture of Chemicals & Pharmaceuticals,39,,
2021,Dec,"C - Manufacture of Food, Drink & Tobacco",8,,
2021,Dec,C - Manufacture of Medical Devices,4,,
2021,Dec,D - Electricity & Gas & Air Conditioning Supply,7,,
2021,Dec,E - Water Supply - Sewerage Waste Management & Rem,1,,
2021,Dec,F - Construction,80,,
2021,Dec,G - Wholesale & Retail Trade,13,,
2021,Dec,H - Transport & Storage,31,,
2021,Dec,I - Accommodation & Food Services activities,37,,
2021,Dec,"M - All other Professional, Scientific & Technical",22,,
2021,Dec,"M - Professional, Scientific&Technical Activities",3,,
2021,Dec,N - Administrative & Support Service Activities,6,,
2021,Dec,P - Education,12,,
2021,Dec,Q - Health & Social Work Activities,741,,
2021,Dec,"R - Arts , Entertainment and Recreation",15,,
2021,Dec,S - Other Service activities,84,,
2021,Dec,B - Mining & Quarrying,1,,
2021,Dec,L - Real Estate Activities,1,,
2021,Dec,O - Public Administration & Defence,1,,
2021,Dec,T - Domestic- Activities of Households as Employer,0,,
