id_country,Year,Country,Issued,Refused,Withdrawn
2021Libya,2021,Libya,21.0,1.0,2.0
2021Malawi,2021,Malawi,13.0,3.0,0.0
2021Malaysia,2021,Malaysia,404.0,22.0,16.0
2021Maldives,2021,Maldives,1.0,0.0,0.0
2021Mali,2021,Mali,1.0,0.0,0.0
2021Mauritius,2021,Mauritius,34.0,4.0,4.0
2021Mexico,2021,Mexico,131.0,16.0,6.0
2021Moldova,2021,Moldova,46.0,2.0,0.0
2021Mongolia,2021,Mongolia,3.0,1.0,0.0
2021Montenegro,2021,Montenegro,1.0,0.0,0.0
2021Morocco,2021,Morocco,40.0,1.0,1.0
2021Myanmar,2021,Myanmar,4.0,0.0,0.0
2021Namibia,2021,Namibia,1.0,2.0,0.0
2021Nepal,2021,Nepal,95.0,7.0,1.0
2021New_Zealand,2021,New Zealand,51.0,2.0,2.0
2021Nicaragua,2021,Nicaragua,1.0,0.0,0.0
2021Nigeria,2021,Nigeria,351.0,38.0,20.0
2021North_Korea,2021,North Korea,1.0,0.0,0.0
2021North_Macedonia,2021,North Macedonia,5.0,1.0,0.0
2021Oman,2021,Oman,15.0,0.0,0.0
2021Pakistan,2021,Pakistan,1026.0,30.0,42.0
2021Panama,2021,Panama,2.0,0.0,0.0
2021Paraguay,2021,Paraguay,1.0,0.0,0.0
2021Peru,2021,Peru,9.0,0.0,0.0
2021Philippines,2021,Philippines,734.0,57.0,22.0
2021Qatar,2021,Qatar,1.0,0.0,0.0
2021Russia,2021,Russia,191.0,3.0,4.0
2021Saint_Kitts_&_Nevis,2021,Saint Kitts & Nevis,1.0,0.0,0.0
2021Samoa,2021,Samoa,1.0,0.0,0.0
2021Saudi_Arabia,2021,Saudi Arabia,32.0,0.0,2.0
2021Senegal,2021,Senegal,1.0,0.0,0.0
2021Serbia,2021,Serbia,46.0,3.0,0.0
2021Sierra_Leone,2021,Sierra Leone,0.0,2.0,0.0
2021Singapore,2021,Singapore,37.0,3.0,0.0
2021Somalia,2021,Somalia,3.0,0.0,1.0
2021South_Africa,2021,South Africa,616.0,71.0,44.0
2021South_Korea,2021,South Korea,46.0,6.0,4.0
2021Sri_Lanka,2021,Sri Lanka,86.0,17.0,7.0
2021State_of_Palestine,2021,State of Palestine,19.0,0.0,2.0
2021Sudan,2021,Sudan,652.0,5.0,33.0
2021Syria,2021,Syria,14.0,1.0,0.0
2021Tajikistan,2021,Tajikistan,2.0,0.0,1.0
2021Tanzania,2021,Tanzania,9.0,1.0,1.0
2021Thailand,2021,Thailand,115.0,8.0,9.0
2021Togo,2021,Togo,1.0,0.0,0.0
2021Tonga,2021,Tonga,1.0,0.0,0.0
2021Trinidad_and_Tobago,2021,Trinidad and Tobago,35.0,1.0,1.0
2021Tunisia,2021,Tunisia,39.0,5.0,0.0
2021Turkey,2021,Turkey,236.0,13.0,16.0
2021Uganda,2021,Uganda,14.0,4.0,0.0
2021Ukraine,2021,Ukraine,294.0,31.0,8.0
2021United_Arab_Emirates,2021,United Arab Emirates,4.0,0.0,0.0
2021United_Kingdom,2021,United Kingdom,1.0,0.0,0.0
2021United_States,2021,United States,693.0,29.0,45.0
2021Uruguay,2021,Uruguay,5.0,1.0,0.0
2021Uzbekistan,2021,Uzbekistan,4.0,0.0,0.0
2021Vanuatu,2021,Vanuatu,6.0,0.0,0.0
2021Venezuela,2021,Venezuela,34.0,3.0,1.0
2021Vietnam,2021,Vietnam,101.0,15.0,0.0
2021Yemen,2021,Yemen,5.0,0.0,0.0
2021Zambia,2021,Zambia,8.0,0.0,0.0
2021Zimbabwe,2021,Zimbabwe,220.0,17.0,13.0
