Year,Month,Sector,Issued,Refused,Withdrawn
2020,May,D - Electricity & Gas & Air Conditioning Supply,8,,
2020,May,E - Water Supply - Sewerage Waste Management & Rem,0,,
2020,May,F - Construction,58,,
2020,May,G - Wholesale & Retail Trade,8,,
2020,May,H - Transport & Storage,9,,
2020,May,I - Accommodation & Food Services activities,64,,
2020,May,"M - All other Professional, Scientific & Technical",7,,
2020,May,"M - Professional, Scientific&Technical Activities",0,,
2020,May,N - Administrative & Support Service Activities,3,,
2020,May,P - Education,3,,
2020,May,Q - Health & Social Work Activities,762,,
2020,May,"R - Arts , Entertainment and Recreation",22,,
2020,May,S - Other Service activities,56,,
2020,May,B - Mining & Quarrying,1,,
2020,May,L - Real Estate Activities,1,,
2020,May,O - Public Administration & Defence,1,,
2020,May,T - Domestic- Activities of Households as Employer,0,,
2020,Jun,J - Information & Communication Activities,385,,
2020,Jun,K - Financial & insurance Activities,97,,
2020,Jun,"C - Manufacture of Computers, Electronics & Optica",19,,
2020,Jun,"A - Agriculture, Forestry & Fishing",92,,
2020,Jun,C - All Other Manufacturing,25,,
2020,Jun,C - Manufacture of Chemicals & Pharmaceuticals,22,,
2020,Jun,"C - Manufacture of Food, Drink & Tobacco",17,,
2020,Jun,C - Manufacture of Medical Devices,5,,
2020,Jun,D - Electricity & Gas & Air Conditioning Supply,9,,
2020,Jun,E - Water Supply - Sewerage Waste Management & Rem,1,,
2020,Jun,F - Construction,35,,
2020,Jun,G - Wholesale & Retail Trade,14,,
2020,Jun,H - Transport & Storage,12,,
2020,Jun,I - Accommodation & Food Services activities,115,,
2020,Jun,"M - All other Professional, Scientific & Technical",9,,
2020,Jun,"M - Professional, Scientific&Technical Activities",7,,
2020,Jun,N - Administrative & Support Service Activities,3,,
2020,Jun,P - Education,13,,
2020,Jun,Q - Health & Social Work Activities,627,,
2020,Jun,"R - Arts , Entertainment and Recreation",19,,
2020,Jun,S - Other Service activities,56,,
2020,Jun,B - Mining & Quarrying,0,,
2020,Jun,L - Real Estate Activities,1,,
2020,Jun,O - Public Administration & Defence,0,,
2020,Jun,T - Domestic- Activities of Households as Employer,0,,
2020,Jul,J - Information & Communication Activities,448,,
2020,Jul,K - Financial & insurance Activities,103,,
2020,Jul,"C - Manufacture of Computers, Electronics & Optica",21,,
2020,Jul,"A - Agriculture, Forestry & Fishing",78,,
2020,Jul,C - All Other Manufacturing,18,,
2020,Jul,C - Manufacture of Chemicals & Pharmaceuticals,24,,
2020,Jul,"C - Manufacture of Food, Drink & Tobacco",15,,
2020,Jul,C - Manufacture of Medical Devices,6,,
2020,Jul,D - Electricity & Gas & Air Conditioning Supply,18,,
2020,Jul,E - Water Supply - Sewerage Waste Management & Rem,4,,
2020,Jul,F - Construction,45,,
2020,Jul,G - Wholesale & Retail Trade,25,,
2020,Jul,H - Transport & Storage,11,,
2020,Jul,I - Accommodation & Food Services activities,88,,
2020,Jul,"M - All other Professional, Scientific & Technical",8,,
2020,Jul,"M - Professional, Scientific&Technical Activities",12,,
2020,Jul,N - Administrative & Support Service Activities,3,,
2020,Jul,P - Education,10,,
2020,Jul,Q - Health & Social Work Activities,373,,
2020,Jul,"R - Arts , Entertainment and Recreation",28,,
2020,Jul,S - Other Service activities,67,,
2020,Jul,B - Mining & Quarrying,0,,
2020,Jul,L - Real Estate Activities,0,,
2020,Jul,O - Public Administration & Defence,0,,
2020,Jul,T - Domestic- Activities of Households as Employer,0,,
2020,Aug,J - Information & Communication Activities,400,,
2020,Aug,K - Financial & insurance Activities,85,,
2020,Aug,"C - Manufacture of Computers, Electronics & Optica",8,,
2020,Aug,"A - Agriculture, Forestry & Fishing",101,,
2020,Aug,C - All Other Manufacturing,11,,
2020,Aug,C - Manufacture of Chemicals & Pharmaceuticals,26,,
2020,Aug,"C - Manufacture of Food, Drink & Tobacco",12,,
2020,Aug,C - Manufacture of Medical Devices,4,,
2020,Aug,D - Electricity & Gas & Air Conditioning Supply,7,,
2020,Aug,E - Water Supply - Sewerage Waste Management & Rem,0,,
2020,Aug,F - Construction,48,,
2020,Aug,G - Wholesale & Retail Trade,10,,
2020,Aug,H - Transport & Storage,8,,
2020,Aug,I - Accommodation & Food Services activities,63,,
2020,Aug,"M - All other Professional, Scientific & Technical",6,,
2020,Aug,"M - Professional, Scientific&Technical Activities",4,,
2020,Aug,N - Administrative & Support Service Activities,3,,
2020,Aug,P - Education,7,,
2020,Aug,Q - Health & Social Work Activities,173,,
2020,Aug,"R - Arts , Entertainment and Recreation",21,,
2020,Aug,S - Other Service activities,49,,
2020,Aug,B - Mining & Quarrying,0,,
2020,Aug,L - Real Estate Activities,0,,
2020,Aug,O - Public Administration & Defence,0,,
2020,Aug,T - Domestic- Activities of Households as Employer,0,,
2020,Sep,J - Information & Communication Activities,466,,
2020,Sep,K - Financial & insurance Activities,91,,
2020,Sep,"C - Manufacture of Computers, Electronics & Optica",10,,
2020,Sep,"A - Agriculture, Forestry & Fishing",76,,
2020,Sep,C - All Other Manufacturing,8,,
2020,Sep,C - Manufacture of Chemicals & Pharmaceuticals,25,,
2020,Sep,"C - Manufacture of Food, Drink & Tobacco",4,,
2020,Sep,C - Manufacture of Medical Devices,6,,
2020,Sep,D - Electricity & Gas & Air Conditioning Supply,2,,
2020,Sep,E - Water Supply - Sewerage Waste Management & Rem,0,,
2020,Sep,F - Construction,46,,
2020,Sep,G - Wholesale & Retail Trade,10,,
2020,Sep,H - Transport & Storage,18,,
2020,Sep,I - Accommodation & Food Services activities,46,,
2020,Sep,"M - All other Professional, Scientific & Technical",3,,
2020,Sep,"M - Professional, Scientific&Technical Activities",5,,
2020,Sep,N - Administrative & Support Service Activities,6,,
2020,Sep,P - Education,8,,
2020,Sep,Q - Health & Social Work Activities,241,,
2020,Sep,"R - Arts , Entertainment and Recreation",22,,
2020,Sep,S - Other Service activities,49,,
2020,Sep,B - Mining & Quarrying,0,,
2020,Sep,L - Real Estate Activities,1,,
2020,Sep,O - Public Administration & Defence,0,,
2020,Sep,T - Domestic- Activities of Households as Employer,0,,
2020,Oct,J - Information & Communication Activities,406,,
2020,Oct,K - Financial & insurance Activities,79,,
2020,Oct,"C - Manufacture of Computers, Electronics & Optica",9,,
2020,Oct,"A - Agriculture, Forestry & Fishing",185,,
2020,Oct,C - All Other Manufacturing,15,,
2020,Oct,C - Manufacture of Chemicals & Pharmaceuticals,32,,
2020,Oct,"C - Manufacture of Food, Drink & Tobacco",11,,
2020,Oct,C - Manufacture of Medical Devices,6,,
2020,Oct,D - Electricity & Gas & Air Conditioning Supply,5,,
2020,Oct,E - Water Supply - Sewerage Waste Management & Rem,0,,
2020,Oct,F - Construction,66,,
2020,Oct,G - Wholesale & Retail Trade,9,,
2020,Oct,H - Transport & Storage,13,,
2020,Oct,I - Accommodation & Food Services activities,56,,
2020,Oct,"M - All other Professional, Scientific & Technical",5,,
2020,Oct,"M - Professional, Scientific&Technical Activities",6,,
2020,Oct,N - Administrative & Support Service Activities,4,,
2020,Oct,P - Education,14,,
2020,Oct,Q - Health & Social Work Activities,307,,
2020,Oct,"R - Arts , Entertainment and Recreation",18,,
2020,Oct,S - Other Service activities,43,,
2020,Oct,B - Mining & Quarrying,0,,
2020,Oct,L - Real Estate Activities,1,,
2020,Oct,O - Public Administration & Defence,0,,
2020,Oct,T - Domestic- Activities of Households as Employer,1,,
2020,Nov,J - Information & Communication Activities,365,,
2020,Nov,K - Financial & insurance Activities,81,,
2020,Nov,"C - Manufacture of Computers, Electronics & Optica",6,,
2020,Nov,"A - Agriculture, Forestry & Fishing",130,,
2020,Nov,C - All Other Manufacturing,12,,
2020,Nov,C - Manufacture of Chemicals & Pharmaceuticals,23,,
2020,Nov,"C - Manufacture of Food, Drink & Tobacco",5,,
2020,Nov,C - Manufacture of Medical Devices,7,,
2020,Nov,D - Electricity & Gas & Air Conditioning Supply,7,,
2020,Nov,E - Water Supply - Sewerage Waste Management & Rem,2,,
2020,Nov,F - Construction,53,,
2020,Nov,G - Wholesale & Retail Trade,15,,
2020,Nov,H - Transport & Storage,23,,
2020,Nov,I - Accommodation & Food Services activities,77,,
2020,Nov,"M - All other Professional, Scientific & Technical",5,,
2020,Nov,"M - Professional, Scientific&Technical Activities",11,,
2020,Nov,N - Administrative & Support Service Activities,1,,
2020,Nov,P - Education,8,,
2020,Nov,Q - Health & Social Work Activities,477,,
2020,Nov,"R - Arts , Entertainment and Recreation",13,,
2020,Nov,S - Other Service activities,44,,
2020,Nov,B - Mining & Quarrying,1,,
2020,Nov,L - Real Estate Activities,0,,
2020,Nov,O - Public Administration & Defence,0,,
2020,Nov,T - Domestic- Activities of Households as Employer,0,,
2020,Dec,J - Information & Communication Activities,276,,
2020,Dec,K - Financial & insurance Activities,56,,
2020,Dec,"C - Manufacture of Computers, Electronics & Optica",2,,
2020,Dec,"A - Agriculture, Forestry & Fishing",99,,
2020,Dec,C - All Other Manufacturing,16,,
2020,Dec,C - Manufacture of Chemicals & Pharmaceuticals,11,,
2020,Dec,"C - Manufacture of Food, Drink & Tobacco",5,,
2020,Dec,C - Manufacture of Medical Devices,1,,
2020,Dec,D - Electricity & Gas & Air Conditioning Supply,1,,
2020,Dec,E - Water Supply - Sewerage Waste Management & Rem,2,,
2020,Dec,F - Construction,30,,
2020,Dec,G - Wholesale & Retail Trade,7,,
2020,Dec,H - Transport & Storage,11,,
2020,Dec,I - Accommodation & Food Services activities,52,,
2020,Dec,"M - All other Professional, Scientific & Technical",6,,
2020,Dec,"M - Professional, Scientific&Technical Activities",5,,
2020,Dec,N - Administrative & Support Service Activities,3,,
2020,Dec,P - Education,5,,
2020,Dec,Q - Health & Social Work Activities,498,,
2020,Dec,"R - Arts , Entertainment and Recreation",10,,
2020,Dec,S - Other Service activities,35,,
2020,Dec,B - Mining & Quarrying,0,,
2020,Dec,L - Real Estate Activities,1,,
2020,Dec,O - Public Administration & Defence,0,,
2020,Dec,T - Domestic- Activities of Households as Employer,0,,
